x,y,vx,vy,Paddle.y
295.0,55.0,-5,5,60.0
290.0,60.0,-5,5,65.0
285.0,65.0,-5,5,70.0
280.0,70.0,-5,5,75.0
275.0,75.0,-5,5,80.0
270.0,80.0,-5,5,85.0
265.0,85.0,-5,5,90.0
260.0,90.0,-5,5,95.0
255.0,95.0,-5,5,100.0
250.0,100.0,-5,5,105.0
245.0,105.0,-5,5,110.0
240.0,110.0,-5,5,115.0
235.0,115.0,-5,5,120.0
230.0,120.0,-5,5,125.0
225.0,125.0,-5,5,130.0
220.0,130.0,-5,5,135.0
215.0,135.0,-5,5,140.0
210.0,140.0,-5,5,145.0
205.0,145.0,-5,5,150.0
200.0,150.0,-5,5,155.0
195.0,155.0,-5,5,160.0
190.0,160.0,-5,5,165.0
185.0,165.0,-5,5,170.0
180.0,170.0,-5,5,175.0
175.0,175.0,-5,5,180.0
170.0,180.0,-5,5,185.0
165.0,185.0,-5,5,190.0
160.0,190.0,-5,5,195.0
155.0,195.0,-5,5,200.0
150.0,200.0,-5,5,205.0
145.0,205.0,-5,5,210.0
140.0,210.0,-5,5,215.0
135.0,215.0,-5,5,220.0
130.0,220.0,-5,5,225.0
125.0,225.0,-5,5,230.0
120.0,230.0,-5,5,235.0
115.0,235.0,-5,5,240.0
110.0,240.0,-5,5,245.0
105.0,245.0,-5,5,250.0
100.0,250.0,-5,5,255.0
95.0,255.0,-5,5,260.0
90.0,260.0,-5,5,265.0
85.0,265.0,-5,5,270.0
80.0,270.0,-5,5,275.0
75.0,275.0,-5,5,280.0
70.0,280.0,-5,5,285.0
65.0,285.0,-5,5,290.0
60.0,290.0,-5,5,295.0
55.0,295.0,-5,5,300.0
50.0,300.0,-5,5,305.0
45.0,305.0,-5,5,310.0
40.0,310.0,-5,5,315.0
35.0,315.0,-5,5,320.0
35.0,315.0,5,5,325.0
40.0,320.0,5,5,330.0
45.0,325.0,5,5,335.0
50.0,330.0,5,5,340.0
55.0,335.0,5,5,345.0
60.0,340.0,5,5,350.0
65.0,345.0,5,5,355.0
70.0,350.0,5,5,360.0
75.0,355.0,5,5,365.0
80.0,360.0,5,5,370.0
85.0,365.0,5,5,375.0
90.0,370.0,5,5,380.0
95.0,375.0,5,5,385.0
100.0,380.0,5,5,390.0
105.0,385.0,5,5,395.0
110.0,390.0,5,5,400.0
115.0,395.0,5,5,405.0
120.0,400.0,5,5,410.0
125.0,405.0,5,5,415.0
130.0,410.0,5,5,420.0
135.0,415.0,5,5,425.0
140.0,420.0,5,5,430.0
145.0,425.0,5,5,435.0
150.0,430.0,5,5,440.0
155.0,435.0,5,5,445.0
160.0,440.0,5,5,450.0
165.0,445.0,5,5,455.0
170.0,450.0,5,5,460.0
175.0,455.0,5,5,465.0
180.0,460.0,5,5,470.0
185.0,465.0,5,5,475.0
190.0,470.0,5,5,476.6666666666667
195.0,475.0,5,5,475.0
200.0,480.0,5,5,470.0
205.0,485.0,5,5,465.0
210.0,490.0,5,5,460.0
215.0,495.0,5,5,455.0
220.0,500.0,5,5,450.0
225.0,505.0,5,5,445.0
230.0,510.0,5,5,440.0
235.0,515.0,5,5,435.0
240.0,520.0,5,5,430.0
245.0,525.0,5,5,425.0
250.0,530.0,5,5,420.0
255.0,535.0,5,5,415.0
260.0,540.0,5,5,410.0
265.0,545.0,5,5,405.0
270.0,550.0,5,5,400.0
275.0,555.0,5,5,395.0
280.0,560.0,5,5,390.0
285.0,565.0,5,5,385.0
285.0,565.0,5,-5,380.0
290.0,560.0,5,-5,375.0
295.0,555.0,5,-5,370.0
300.0,550.0,5,-5,365.0
305.0,545.0,5,-5,360.0
310.0,540.0,5,-5,355.0
315.0,535.0,5,-5,350.0
320.0,530.0,5,-5,345.0
325.0,525.0,5,-5,340.0
330.0,520.0,5,-5,335.0
335.0,515.0,5,-5,330.0
340.0,510.0,5,-5,325.0
345.0,505.0,5,-5,320.0
350.0,500.0,5,-5,315.0
355.0,495.0,5,-5,310.0
360.0,490.0,5,-5,305.0
365.0,485.0,5,-5,300.0
370.0,480.0,5,-5,295.0
375.0,475.0,5,-5,290.0
380.0,470.0,5,-5,285.0
385.0,465.0,5,-5,280.0
390.0,460.0,5,-5,275.0
395.0,455.0,5,-5,270.0
400.0,450.0,5,-5,265.0
405.0,445.0,5,-5,260.0
410.0,440.0,5,-5,255.0
415.0,435.0,5,-5,250.0
420.0,430.0,5,-5,245.0
425.0,425.0,5,-5,240.0
430.0,420.0,5,-5,235.0
435.0,415.0,5,-5,230.0
440.0,410.0,5,-5,225.0
445.0,405.0,5,-5,220.0
450.0,400.0,5,-5,215.0
455.0,395.0,5,-5,210.0
460.0,390.0,5,-5,205.0
465.0,385.0,5,-5,200.0
470.0,380.0,5,-5,195.0
475.0,375.0,5,-5,190.0
480.0,370.0,5,-5,188.33333333333334
485.0,365.0,5,-5,190.0
490.0,360.0,5,-5,195.0
495.0,355.0,5,-5,200.0
500.0,350.0,5,-5,205.0
505.0,345.0,5,-5,210.0
510.0,340.0,5,-5,215.0
515.0,335.0,5,-5,220.0
520.0,330.0,5,-5,225.0
525.0,325.0,5,-5,230.0
530.0,320.0,5,-5,235.0
535.0,315.0,5,-5,240.0
540.0,310.0,5,-5,245.0
545.0,305.0,5,-5,250.0
550.0,300.0,5,-5,251.66666666666669
555.0,295.0,5,-5,250.0
560.0,290.0,5,-5,245.0
565.0,285.0,5,-5,240.0
570.0,280.0,5,-5,235.0
575.0,275.0,5,-5,230.0
580.0,270.0,5,-5,225.0
585.0,265.0,5,-5,220.0
590.0,260.0,5,-5,215.0
595.0,255.0,5,-5,210.0
600.0,250.0,5,-5,205.0
605.0,245.0,5,-5,200.0
610.0,240.0,5,-5,195.0
615.0,235.0,5,-5,190.0
620.0,230.0,5,-5,185.0
625.0,225.0,5,-5,180.0
630.0,220.0,5,-5,175.0
635.0,215.0,5,-5,170.0
640.0,210.0,5,-5,165.0
645.0,205.0,5,-5,160.0
650.0,200.0,5,-5,155.0
655.0,195.0,5,-5,150.0
660.0,190.0,5,-5,145.0
665.0,185.0,5,-5,140.0
670.0,180.0,5,-5,135.0
675.0,175.0,5,-5,130.0
680.0,170.0,5,-5,125.0
685.0,165.0,5,-5,120.0
690.0,160.0,5,-5,115.0
695.0,155.0,5,-5,110.0
700.0,150.0,5,-5,105.0
705.0,145.0,5,-5,100.0
710.0,140.0,5,-5,95.0
715.0,135.0,5,-5,90.0
720.0,130.0,5,-5,85.0
725.0,125.0,5,-5,80.0
730.0,120.0,5,-5,75.0
735.0,115.0,5,-5,70.0
740.0,110.0,5,-5,65.0
745.0,105.0,5,-5,60.0
750.0,100.0,5,-5,55.0
755.0,95.0,-5,-5,51.666666666666664
750.0,90.0,-5,-5,45.0
745.0,85.0,-5,-5,40.0
740.0,80.0,-5,-5,35.0
735.0,75.0,-5,-5,30.0
730.0,70.0,-5,-5,25.0
725.0,65.0,-5,-5,21.666666666666668
720.0,60.0,-5,-5,21.666666666666668
715.0,55.0,-5,-5,25.0
710.0,50.0,-5,-5,30.0
705.0,45.0,-5,-5,35.0
700.0,40.0,-5,-5,40.0
695.0,35.0,-5,-5,45.0
695.0,35.0,-5,5,50.0
690.0,40.0,-5,5,55.0
685.0,45.0,-5,5,60.0
680.0,50.0,-5,5,65.0
675.0,55.0,-5,5,70.0
670.0,60.0,-5,5,75.0
665.0,65.0,-5,5,80.0
660.0,70.0,-5,5,85.0
655.0,75.0,-5,5,90.0
650.0,80.0,-5,5,95.0
645.0,85.0,-5,5,100.0
640.0,90.0,-5,5,105.0
635.0,95.0,-5,5,110.0
630.0,100.0,-5,5,115.0
625.0,105.0,-5,5,120.0
620.0,110.0,-5,5,125.0
615.0,115.0,-5,5,130.0
610.0,120.0,-5,5,135.0
605.0,125.0,-5,5,140.0
600.0,130.0,-5,5,145.0
595.0,135.0,-5,5,150.0
590.0,140.0,-5,5,155.0
585.0,145.0,-5,5,160.0
580.0,150.0,-5,5,165.0
575.0,155.0,-5,5,170.0
570.0,160.0,-5,5,175.0
565.0,165.0,-5,5,180.0
560.0,170.0,-5,5,185.0
555.0,175.0,-5,5,190.0
550.0,180.0,-5,5,195.0
545.0,185.0,-5,5,200.0
540.0,190.0,-5,5,205.0
535.0,195.0,-5,5,210.0
530.0,200.0,-5,5,215.0
525.0,205.0,-5,5,220.0
520.0,210.0,-5,5,225.0
515.0,215.0,-5,5,230.0
510.0,220.0,-5,5,235.0
505.0,225.0,-5,5,240.0
500.0,230.0,-5,5,245.0
495.0,235.0,-5,5,250.0
490.0,240.0,-5,5,255.0
485.0,245.0,-5,5,260.0
480.0,250.0,-5,5,265.0
475.0,255.0,-5,5,270.0
470.0,260.0,-5,5,275.0
465.0,265.0,-5,5,280.0
460.0,270.0,-5,5,285.0
455.0,275.0,-5,5,290.0
450.0,280.0,-5,5,295.0
445.0,285.0,-5,5,300.0
440.0,290.0,-5,5,305.0
435.0,295.0,-5,5,310.0
430.0,300.0,-5,5,315.0
425.0,305.0,-5,5,320.0
420.0,310.0,-5,5,325.0
415.0,315.0,-5,5,330.0
410.0,320.0,-5,5,335.0
405.0,325.0,-5,5,340.0
400.0,330.0,-5,5,345.0
395.0,335.0,-5,5,350.0
390.0,340.0,-5,5,355.0
385.0,345.0,-5,5,360.0
380.0,350.0,-5,5,365.0
375.0,355.0,-5,5,370.0
370.0,360.0,-5,5,375.0
365.0,365.0,-5,5,380.0
360.0,370.0,-5,5,385.0
355.0,375.0,-5,5,390.0
350.0,380.0,-5,5,395.0
345.0,385.0,-5,5,400.0
340.0,390.0,-5,5,405.0
335.0,395.0,-5,5,410.0
330.0,400.0,-5,5,415.0
325.0,405.0,-5,5,420.0
320.0,410.0,-5,5,425.0
315.0,415.0,-5,5,430.0
310.0,420.0,-5,5,435.0
305.0,425.0,-5,5,440.0
300.0,430.0,-5,5,445.0
295.0,435.0,-5,5,450.0
290.0,440.0,-5,5,455.0
285.0,445.0,-5,5,460.0
280.0,450.0,-5,5,465.0
275.0,455.0,-5,5,470.0
270.0,460.0,-5,5,475.0
265.0,465.0,-5,5,476.6666666666667
260.0,470.0,-5,5,475.0
255.0,475.0,-5,5,470.0
250.0,480.0,-5,5,465.0
245.0,485.0,-5,5,460.0
240.0,490.0,-5,5,455.0
235.0,495.0,-5,5,450.0
230.0,500.0,-5,5,445.0
225.0,505.0,-5,5,440.0
220.0,510.0,-5,5,435.0
215.0,515.0,-5,5,430.0
210.0,520.0,-5,5,425.0
205.0,525.0,-5,5,420.0
200.0,530.0,-5,5,415.0
195.0,535.0,-5,5,410.0
190.0,540.0,-5,5,405.0
185.0,545.0,-5,5,400.0
180.0,550.0,-5,5,395.0
175.0,555.0,-5,5,390.0
170.0,560.0,-5,5,385.0
165.0,565.0,-5,5,380.0
165.0,565.0,-5,-5,375.0
160.0,560.0,-5,-5,370.0
155.0,555.0,-5,-5,365.0
150.0,550.0,-5,-5,360.0
145.0,545.0,-5,-5,355.0
140.0,540.0,-5,-5,350.0
135.0,535.0,-5,-5,345.0
130.0,530.0,-5,-5,340.0
125.0,525.0,-5,-5,335.0
120.0,520.0,-5,-5,330.0
115.0,515.0,-5,-5,325.0
110.0,510.0,-5,-5,320.0
105.0,505.0,-5,-5,315.0
100.0,500.0,-5,-5,310.0
95.0,495.0,-5,-5,305.0
90.0,490.0,-5,-5,300.0
85.0,485.0,-5,-5,295.0
80.0,480.0,-5,-5,290.0
75.0,475.0,-5,-5,285.0
70.0,470.0,-5,-5,280.0
65.0,465.0,-5,-5,275.0
60.0,460.0,-5,-5,270.0
55.0,455.0,-5,-5,265.0
50.0,450.0,-5,-5,260.0
45.0,445.0,-5,-5,255.0
40.0,440.0,-5,-5,250.0
35.0,435.0,-5,-5,245.0
35.0,435.0,5,-5,240.0
40.0,430.0,5,-5,235.0
45.0,425.0,5,-5,230.0
50.0,420.0,5,-5,225.0
55.0,415.0,5,-5,220.0
60.0,410.0,5,-5,215.0
65.0,405.0,5,-5,210.0
70.0,400.0,5,-5,205.0
75.0,395.0,5,-5,200.0
80.0,390.0,5,-5,195.0
85.0,385.0,5,-5,190.0
90.0,380.0,5,-5,185.0
95.0,375.0,5,-5,180.0
100.0,370.0,5,-5,175.0
105.0,365.0,5,-5,170.0
110.0,360.0,5,-5,165.0
115.0,355.0,5,-5,160.0
120.0,350.0,5,-5,155.0
125.0,345.0,5,-5,150.0
130.0,340.0,5,-5,145.0
135.0,335.0,5,-5,140.0
140.0,330.0,5,-5,135.0
145.0,325.0,5,-5,130.0
150.0,320.0,5,-5,125.0
155.0,315.0,5,-5,120.0
160.0,310.0,5,-5,115.0
165.0,305.0,5,-5,110.0
170.0,300.0,5,-5,105.0
175.0,295.0,5,-5,100.0
180.0,290.0,5,-5,95.0
185.0,285.0,5,-5,90.0
190.0,280.0,5,-5,85.0
195.0,275.0,5,-5,80.0
200.0,270.0,5,-5,75.0
205.0,265.0,5,-5,70.0
210.0,260.0,5,-5,65.0
215.0,255.0,5,-5,60.0
220.0,250.0,5,-5,55.0
225.0,245.0,5,-5,50.0
230.0,240.0,5,-5,45.0
235.0,235.0,5,-5,40.0
240.0,230.0,5,-5,35.0
245.0,225.0,5,-5,30.0
250.0,220.0,5,-5,25.0
255.0,215.0,5,-5,21.666666666666668
260.0,210.0,5,-5,21.666666666666668
265.0,205.0,5,-5,25.0
270.0,200.0,5,-5,30.0
275.0,195.0,5,-5,35.0
280.0,190.0,5,-5,40.0
285.0,185.0,5,-5,45.0
290.0,180.0,5,-5,50.0
295.0,175.0,5,-5,55.0
300.0,170.0,5,-5,60.0
305.0,165.0,5,-5,65.0
310.0,160.0,5,-5,70.0
315.0,155.0,5,-5,75.0
320.0,150.0,5,-5,80.0
325.0,145.0,5,-5,85.0
330.0,140.0,5,-5,90.0
335.0,135.0,5,-5,95.0
340.0,130.0,5,-5,100.0
345.0,125.0,5,-5,105.0
350.0,120.0,5,-5,110.0
355.0,115.0,5,-5,115.0
360.0,110.0,5,-5,120.0
365.0,105.0,5,-5,125.0
370.0,100.0,5,-5,130.0
375.0,95.0,5,-5,135.0
380.0,90.0,5,-5,140.0
385.0,85.0,5,-5,145.0
390.0,80.0,5,-5,150.0
395.0,75.0,5,-5,155.0
400.0,70.0,5,-5,160.0
405.0,65.0,5,-5,165.0
410.0,60.0,5,-5,170.0
415.0,55.0,5,-5,175.0
420.0,50.0,5,-5,180.0
425.0,45.0,5,-5,185.0
430.0,40.0,5,-5,190.0
435.0,35.0,5,-5,195.0
435.0,35.0,5,5,200.0
440.0,40.0,5,5,205.0
445.0,45.0,5,5,210.0
450.0,50.0,5,5,215.0
455.0,55.0,5,5,220.0
460.0,60.0,5,5,225.0
465.0,65.0,5,5,230.0
470.0,70.0,5,5,231.66666666666666
475.0,75.0,5,5,230.0
480.0,80.0,5,5,225.0
485.0,85.0,5,5,220.0
490.0,90.0,5,5,215.0
495.0,95.0,5,5,210.0
500.0,100.0,5,5,205.0
505.0,105.0,5,5,200.0
510.0,110.0,5,5,195.0
515.0,115.0,5,5,190.0
520.0,120.0,5,5,185.0
525.0,125.0,5,5,180.0
530.0,130.0,5,5,175.0
535.0,135.0,5,5,170.0
540.0,140.0,5,5,165.0
545.0,145.0,5,5,160.0
550.0,150.0,5,5,155.0
555.0,155.0,5,5,150.0
560.0,160.0,5,5,145.0
565.0,165.0,5,5,140.0
570.0,170.0,5,5,135.0
575.0,175.0,5,5,130.0
580.0,180.0,5,5,125.0
585.0,185.0,5,5,123.33333333333334
590.0,190.0,5,5,125.0
595.0,195.0,5,5,130.0
600.0,200.0,5,5,135.0
605.0,205.0,5,5,140.0
610.0,210.0,5,5,145.0
615.0,215.0,5,5,150.0
620.0,220.0,5,5,155.0
625.0,225.0,5,5,160.0
630.0,230.0,5,5,165.0
635.0,235.0,5,5,170.0
640.0,240.0,5,5,175.0
645.0,245.0,5,5,180.0
650.0,250.0,5,5,185.0
655.0,255.0,5,5,190.0
660.0,260.0,5,5,195.0
665.0,265.0,5,5,200.0
670.0,270.0,5,5,205.0
675.0,275.0,5,5,210.0
680.0,280.0,5,5,215.0
685.0,285.0,5,5,220.0
690.0,290.0,5,5,225.0
695.0,295.0,5,5,230.0
700.0,300.0,5,5,235.0
705.0,305.0,5,5,240.0
710.0,310.0,5,5,245.0
715.0,315.0,5,5,250.0
720.0,320.0,5,5,255.0
725.0,325.0,5,5,260.0
730.0,330.0,5,5,265.0
735.0,335.0,5,5,270.0
740.0,340.0,5,5,275.0
745.0,345.0,5,5,280.0
750.0,350.0,5,5,263.3333333333333
755.0,355.0,-5,5,251.66666666666669
750.0,360.0,-5,5,295.0
745.0,365.0,-5,5,300.0
740.0,370.0,-5,5,305.0
735.0,375.0,-5,5,310.0
730.0,380.0,-5,5,315.0
725.0,385.0,-5,5,320.0
720.0,390.0,-5,5,325.0
715.0,395.0,-5,5,330.0
710.0,400.0,-5,5,335.0
705.0,405.0,-5,5,340.0
700.0,410.0,-5,5,345.0
695.0,415.0,-5,5,350.0
690.0,420.0,-5,5,355.0
685.0,425.0,-5,5,360.0
680.0,430.0,-5,5,365.0
675.0,435.0,-5,5,370.0
670.0,440.0,-5,5,375.0
665.0,445.0,-5,5,380.0
660.0,450.0,-5,5,385.0
655.0,455.0,-5,5,390.0
650.0,460.0,-5,5,395.0
645.0,465.0,-5,5,400.0
640.0,470.0,-5,5,405.0
635.0,475.0,-5,5,410.0
630.0,480.0,-5,5,415.0
625.0,485.0,-5,5,420.0
620.0,490.0,-5,5,425.0
615.0,495.0,-5,5,430.0
610.0,500.0,-5,5,435.0
605.0,505.0,-5,5,440.0
600.0,510.0,-5,5,445.0
595.0,515.0,-5,5,450.0
590.0,520.0,-5,5,455.0
585.0,525.0,-5,5,460.0
580.0,530.0,-5,5,465.0
575.0,535.0,-5,5,470.0
570.0,540.0,-5,5,475.0
565.0,545.0,-5,5,476.6666666666667
560.0,550.0,-5,5,475.0
555.0,555.0,-5,5,470.0
550.0,560.0,-5,5,465.0
545.0,565.0,-5,5,460.0
545.0,565.0,-5,-5,455.0
540.0,560.0,-5,-5,450.0
535.0,555.0,-5,-5,445.0
530.0,550.0,-5,-5,440.0
525.0,545.0,-5,-5,435.0
520.0,540.0,-5,-5,430.0
515.0,535.0,-5,-5,425.0
510.0,530.0,-5,-5,420.0
505.0,525.0,-5,-5,415.0
500.0,520.0,-5,-5,410.0
495.0,515.0,-5,-5,405.0
490.0,510.0,-5,-5,400.0
485.0,505.0,-5,-5,395.0
480.0,500.0,-5,-5,390.0
475.0,495.0,-5,-5,385.0
470.0,490.0,-5,-5,380.0
465.0,485.0,-5,-5,375.0
460.0,480.0,-5,-5,370.0
455.0,475.0,-5,-5,365.0
450.0,470.0,-5,-5,360.0
445.0,465.0,-5,-5,355.0
440.0,460.0,-5,-5,350.0
435.0,455.0,-5,-5,345.0
430.0,450.0,-5,-5,340.0
425.0,445.0,-5,-5,335.0
420.0,440.0,-5,-5,330.0
415.0,435.0,-5,-5,325.0
410.0,430.0,-5,-5,320.0
405.0,425.0,-5,-5,315.0
400.0,420.0,-5,-5,310.0
395.0,415.0,-5,-5,305.0
390.0,410.0,-5,-5,300.0
385.0,405.0,-5,-5,295.0
380.0,400.0,-5,-5,290.0
375.0,395.0,-5,-5,285.0
370.0,390.0,-5,-5,280.0
365.0,385.0,-5,-5,275.0
360.0,380.0,-5,-5,270.0
355.0,375.0,-5,-5,265.0
350.0,370.0,-5,-5,260.0
345.0,365.0,-5,-5,255.0
340.0,360.0,-5,-5,250.0
335.0,355.0,-5,-5,245.0
330.0,350.0,-5,-5,240.0
325.0,345.0,-5,-5,235.0
320.0,340.0,-5,-5,230.0
315.0,335.0,-5,-5,225.0
310.0,330.0,-5,-5,220.0
305.0,325.0,-5,-5,215.0
300.0,320.0,-5,-5,210.0
295.0,315.0,-5,-5,205.0
290.0,310.0,-5,-5,200.0
285.0,305.0,-5,-5,195.0
280.0,300.0,-5,-5,190.0
275.0,295.0,-5,-5,185.0
270.0,290.0,-5,-5,180.0
265.0,285.0,-5,-5,175.0
260.0,280.0,-5,-5,170.0
255.0,275.0,-5,-5,165.0
250.0,270.0,-5,-5,160.0
245.0,265.0,-5,-5,155.0
240.0,260.0,-5,-5,150.0
235.0,255.0,-5,-5,145.0
230.0,250.0,-5,-5,140.0
225.0,245.0,-5,-5,135.0
220.0,240.0,-5,-5,130.0
215.0,235.0,-5,-5,125.0
210.0,230.0,-5,-5,120.0
205.0,225.0,-5,-5,115.0
200.0,220.0,-5,-5,110.0
195.0,215.0,-5,-5,105.0
190.0,210.0,-5,-5,100.0
185.0,205.0,-5,-5,95.0
180.0,200.0,-5,-5,90.0
175.0,195.0,-5,-5,85.0
170.0,190.0,-5,-5,80.0
165.0,185.0,-5,-5,75.0
160.0,180.0,-5,-5,70.0
155.0,175.0,-5,-5,65.0
150.0,170.0,-5,-5,60.0
145.0,165.0,-5,-5,55.0
140.0,160.0,-5,-5,50.0
135.0,155.0,-5,-5,45.0
130.0,150.0,-5,-5,40.0
125.0,145.0,-5,-5,35.0
120.0,140.0,-5,-5,30.0
115.0,135.0,-5,-5,25.0
110.0,130.0,-5,-5,21.666666666666668
105.0,125.0,-5,-5,21.666666666666668
100.0,120.0,-5,-5,25.0
95.0,115.0,-5,-5,30.0
90.0,110.0,-5,-5,35.0
85.0,105.0,-5,-5,40.0
80.0,100.0,-5,-5,45.0
75.0,95.0,-5,-5,50.0
70.0,90.0,-5,-5,55.0
65.0,85.0,-5,-5,60.0
60.0,80.0,-5,-5,65.0
55.0,75.0,-5,-5,70.0
50.0,70.0,-5,-5,75.0
45.0,65.0,-5,-5,80.0
40.0,60.0,-5,-5,85.0
35.0,55.0,-5,-5,90.0
35.0,55.0,5,-5,95.0
40.0,50.0,5,-5,100.0
45.0,45.0,5,-5,105.0
50.0,40.0,5,-5,110.0
55.0,35.0,5,-5,115.0
55.0,35.0,5,5,120.0
60.0,40.0,5,5,125.0
65.0,45.0,5,5,130.0
70.0,50.0,5,5,135.0
75.0,55.0,5,5,140.0
80.0,60.0,5,5,145.0
85.0,65.0,5,5,150.0
90.0,70.0,5,5,155.0
95.0,75.0,5,5,160.0
100.0,80.0,5,5,165.0
105.0,85.0,5,5,170.0
110.0,90.0,5,5,175.0
115.0,95.0,5,5,180.0
120.0,100.0,5,5,185.0
125.0,105.0,5,5,190.0
130.0,110.0,5,5,195.0
135.0,115.0,5,5,200.0
140.0,120.0,5,5,205.0
145.0,125.0,5,5,210.0
150.0,130.0,5,5,215.0
155.0,135.0,5,5,220.0
160.0,140.0,5,5,225.0
165.0,145.0,5,5,230.0
170.0,150.0,5,5,235.0
175.0,155.0,5,5,240.0
180.0,160.0,5,5,245.0
185.0,165.0,5,5,250.0
190.0,170.0,5,5,255.0
195.0,175.0,5,5,260.0
200.0,180.0,5,5,265.0
205.0,185.0,5,5,270.0
210.0,190.0,5,5,275.0
215.0,195.0,5,5,280.0
220.0,200.0,5,5,285.0
225.0,205.0,5,5,290.0
230.0,210.0,5,5,295.0
235.0,215.0,5,5,300.0
240.0,220.0,5,5,305.0
245.0,225.0,5,5,310.0
250.0,230.0,5,5,315.0
255.0,235.0,5,5,320.0
260.0,240.0,5,5,325.0
265.0,245.0,5,5,330.0
270.0,250.0,5,5,335.0
275.0,255.0,5,5,340.0
280.0,260.0,5,5,345.0
285.0,265.0,5,5,350.0
290.0,270.0,5,5,355.0
295.0,275.0,5,5,360.0
300.0,280.0,5,5,365.0
305.0,285.0,5,5,370.0
310.0,290.0,5,5,375.0
315.0,295.0,5,5,380.0
320.0,300.0,5,5,385.0
325.0,305.0,5,5,390.0
330.0,310.0,5,5,395.0
335.0,315.0,5,5,400.0
340.0,320.0,5,5,405.0
345.0,325.0,5,5,410.0
350.0,330.0,5,5,415.0
355.0,335.0,5,5,420.0
360.0,340.0,5,5,425.0
365.0,345.0,5,5,430.0
370.0,350.0,5,5,435.0
375.0,355.0,5,5,440.0
380.0,360.0,5,5,445.0
385.0,365.0,5,5,450.0
390.0,370.0,5,5,455.0
395.0,375.0,5,5,460.0
400.0,380.0,5,5,465.0
405.0,385.0,5,5,470.0
410.0,390.0,5,5,475.0
415.0,395.0,5,5,476.6666666666667
420.0,400.0,5,5,475.0
425.0,405.0,5,5,470.0
430.0,410.0,5,5,465.0
435.0,415.0,5,5,460.0
440.0,420.0,5,5,455.0
445.0,425.0,5,5,450.0
450.0,430.0,5,5,445.0
455.0,435.0,5,5,440.0
460.0,440.0,5,5,435.0
465.0,445.0,5,5,430.0
470.0,450.0,5,5,425.0
475.0,455.0,5,5,420.0
480.0,460.0,5,5,415.0
485.0,465.0,5,5,410.0
490.0,470.0,5,5,405.0
495.0,475.0,5,5,400.0
500.0,480.0,5,5,395.0
505.0,485.0,5,5,390.0
510.0,490.0,5,5,385.0
515.0,495.0,5,5,380.0
520.0,500.0,5,5,375.0
525.0,505.0,5,5,370.0
530.0,510.0,5,5,365.0
535.0,515.0,5,5,360.0
540.0,520.0,5,5,355.0
545.0,525.0,5,5,350.0
550.0,530.0,5,5,345.0
555.0,535.0,5,5,340.0
560.0,540.0,5,5,335.0
565.0,545.0,5,5,330.0
570.0,550.0,5,5,325.0
575.0,555.0,5,5,320.0
580.0,560.0,5,5,318.3333333333333
585.0,565.0,5,5,320.0
585.0,565.0,5,-5,325.0
590.0,560.0,5,-5,330.0
595.0,555.0,5,-5,335.0
600.0,550.0,5,-5,340.0
605.0,545.0,5,-5,345.0
610.0,540.0,5,-5,350.0
615.0,535.0,5,-5,355.0
620.0,530.0,5,-5,360.0
625.0,525.0,5,-5,365.0
630.0,520.0,5,-5,370.0
635.0,515.0,5,-5,375.0
640.0,510.0,5,-5,380.0
645.0,505.0,5,-5,385.0
650.0,500.0,5,-5,390.0
655.0,495.0,5,-5,395.0
660.0,490.0,5,-5,400.0
665.0,485.0,5,-5,405.0
670.0,480.0,5,-5,410.0
675.0,475.0,5,-5,415.0
680.0,470.0,5,-5,420.0
685.0,465.0,5,-5,425.0
690.0,460.0,5,-5,426.6666666666667
695.0,455.0,5,-5,425.0
700.0,450.0,5,-5,420.0
705.0,445.0,5,-5,415.0
710.0,440.0,5,-5,410.0
715.0,435.0,5,-5,405.0
720.0,430.0,5,-5,400.0
725.0,425.0,5,-5,395.0
730.0,420.0,5,-5,390.0
735.0,415.0,5,-5,385.0
740.0,410.0,5,-5,380.0
745.0,405.0,5,-5,375.0
750.0,400.0,5,-5,316.6666666666667
755.0,395.0,-5,-5,323.3333333333333
750.0,390.0,-5,-5,360.0
745.0,385.0,-5,-5,355.0
740.0,380.0,-5,-5,350.0
735.0,375.0,-5,-5,345.0
730.0,370.0,-5,-5,340.0
725.0,365.0,-5,-5,335.0
720.0,360.0,-5,-5,330.0
715.0,355.0,-5,-5,325.0
710.0,350.0,-5,-5,320.0
705.0,345.0,-5,-5,315.0
700.0,340.0,-5,-5,310.0
695.0,335.0,-5,-5,305.0
690.0,330.0,-5,-5,300.0
685.0,325.0,-5,-5,295.0
680.0,320.0,-5,-5,290.0
675.0,315.0,-5,-5,285.0
670.0,310.0,-5,-5,280.0
665.0,305.0,-5,-5,275.0
660.0,300.0,-5,-5,270.0
655.0,295.0,-5,-5,265.0
650.0,290.0,-5,-5,260.0
645.0,285.0,-5,-5,255.0
640.0,280.0,-5,-5,250.0
635.0,275.0,-5,-5,245.0
630.0,270.0,-5,-5,240.0
625.0,265.0,-5,-5,235.0
620.0,260.0,-5,-5,230.0
615.0,255.0,-5,-5,225.0
610.0,250.0,-5,-5,220.0
605.0,245.0,-5,-5,215.0
600.0,240.0,-5,-5,210.0
595.0,235.0,-5,-5,205.0
590.0,230.0,-5,-5,200.0
585.0,225.0,-5,-5,195.0
580.0,220.0,-5,-5,190.0
575.0,215.0,-5,-5,185.0
570.0,210.0,-5,-5,180.0
